,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
16,2020-09-23,19:30,Libertadores,Group stage,Wed,Home,L,0,2,ar Racing Club,27,,Leao Butrón,4-3-3,4-3-3,Ivo Méndez,Match Report,
17,2020-09-26,15:00,Liga 1,Torneo Apertura,Sat,Away,W,2,0,Carlos Stein,,,Carlos Ascues,4-1-4-1,4-2-3-1,Fernando Legario,Match Report,
18,2020-09-30,19:30,Libertadores,Group stage,Wed,Home,D,2,2,ve Estud Mérida,61,,Rinaldo Cruzado,4-1-4-1,4-4-2,Gery Vargas,Match Report,
19,2020-10-03,15:30,Liga 1,Torneo Apertura,Sat,Home,W,2,0,Llacuabamba,,,Carlos Ascues,4-1-4-1,4-2-3-1,Micke Palomino,Match Report,
20,2020-10-07,13:00,Liga 1,Torneo Apertura,Wed,Home,D,1,1,Sport Boys,,,Carlos Ascues,4-2-3-1,4-2-3-1,Ramón Blanco,Match Report,
21,2020-10-10,13:15,Liga 1,Torneo Apertura,Sat,Away,L,0,1,Cantolao,,,Carlos Ascues,4-3-3,4-2-3-1,Jesús Cartagena,Match Report,
22,2020-10-13,13:15,Liga 1,Torneo Apertura,Tue,Home,L,0,1,USMP,,,Carlos Ascues,4-3-3,4-3-3,Edwin Ordóñez,Match Report,
23,2020-10-17,15:30,Liga 1,Torneo Apertura,Sat,Away,L,1,2,Cienciano,,,Leao Butrón,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,
24,2020-10-21,19:15,Libertadores,Group stage,Wed,Away,L,0,2,uy Nacional,57,,Leao Butrón,4-2-3-1,4-3-3,Juan Benítez,Match Report,
25,2020-10-26,15:30,Liga 1,Group Stage,Mon,Home,L,1,2,Ayacucho,,,Carlos Ascues,4-3-3,3-4-3,Ramón Blanco,Match Report,
26,2020-10-30,13:15,Liga 1,Group Stage,Fri,Home,L,1,2,Dep Municipal,,,Rinaldo Cruzado,5-3-2,5-4-1,Diego Haro,Match Report,
27,2020-11-02,15:30,Liga 1,Group Stage,Mon,Away,W,4,0,Melgar,,,Rinaldo Cruzado,4-4-2◆,4-3-3,Roberto Pérez,Match Report,
28,2020-11-06,15:30,Liga 1,Group Stage,Fri,Home,D,2,2,Llacuabamba,,,Rinaldo Cruzado,4-3-1-2,3-1-4-2,Joel Alarcón,Match Report,
