,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
154,2024-04-20,13:00,Liga 1,Torneo Apertura,Sat,Away,L,0,6,CDC Santa Rosa,,,Joel Pinto,4-2-3-1,4-2-3-1,,Match Report,
155,2024-04-26,15:00,Liga 1,Torneo Apertura,Fri,Home,W,1,0,Mannucci,,,Ricardo Salcedo,4-2-3-1,3-5-2,,Match Report,
156,2024-05-06,14:30,Liga 1,Torneo Apertura,Mon,Away,D,0,0,Atlético Grau,,,Ricardo Salcedo,4-2-3-1,4-4-2,,Match Report,
157,2024-05-11,18:30,Liga 1,Torneo Apertura,Sat,Home,L,0,2,Alianza Lima,,,Ricardo Salcedo,4-2-3-1,3-1-4-2,,Match Report,
158,2024-05-18,18:00,Liga 1,Torneo Apertura,Sat,Away,L,1,4,Melgar,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
159,2024-05-25,11:00,Liga 1,Torneo Apertura,Sat,Home,D,1,1,UTC,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
160,2024-07-14,15:00,Liga 1,Torneo Clausura,Sun,Away,L,1,2,Sport Boys,,,Ricardo Salcedo,4-4-1-1,4-3-3,,Match Report,
161,2024-07-19,15:15,Liga 1,Torneo Clausura,Fri,Home,W,1,0,Deportivo Garcilaso,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
162,2024-07-25,15:15,Liga 1,Torneo Clausura,Thu,Away,L,0,3,Cusco,,,Ricardo Salcedo,4-3-3,4-2-3-1,,Match Report,
163,2024-07-30,15:00,Liga 1,Torneo Clausura,Tue,Home,W,1,0,U César Vallejo,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
164,2024-08-05,12:30,Liga 1,Torneo Clausura,Mon,Away,D,1,1,Alianza Atlético,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
165,2024-08-11,15:15,Liga 1,Torneo Clausura,Sun,Home,D,1,1,Universitario,,,Ricardo Salcedo,4-2-3-1,3-5-2,,Match Report,
166,2024-08-17,13:00,Liga 1,Torneo Clausura,Sat,Away,W,1,0,Unión Comercio,,,Marcos Lliuya,4-2-3-1,4-2-3-1,,Match Report,
167,2024-08-20,15:15,Liga 1,Torneo Clausura,Tue,Home,D,2,2,Comerciantes Unidos,,,Ricardo Salcedo,4-2-3-1,4-2-3-1,,Match Report,
168,2024-08-25,13:15,Liga 1,Torneo Clausura,Sun,Away,L,1,2,ADT Tarma,,,Ricardo Salcedo,4-2-3-1,3-4-3,,Match Report,
169,2024-09-14,15:15,Liga 1,Torneo Clausura,Sat,Home,L,1,2,Sporting Cristal,,,Ricardo Salcedo,4-2-3-1,3-4-3,Kevin Ortega,Match Report,
170,2024-09-18,18:30,Liga 1,Torneo Clausura,Wed,Away,L,1,3,Cienciano,,,Ricardo Salcedo,4-4-2,4-2-3-1,Jesús Cartagena,Match Report,
171,2024-09-23,17:30,Liga 1,Torneo Clausura,Mon,Home,W,3,1,CDC Santa Rosa,,,Ricardo Salcedo,4-1-4-1,5-3-2,Edwin Ordóñez,Match Report,
172,2024-09-29,15:00,Liga 1,Torneo Clausura,Sun,Away,W,2,1,Mannucci,,,Ricardo Salcedo,4-4-1-1,4-4-2,Micke Palomino,Match Report,
173,2024-10-17,18:00,Liga 1,Torneo Clausura,Thu,Home,L,1,3,Atlético Grau,,,Ricardo Salcedo,4-2-3-1,3-4-1-2,Jesús Cartagena,Match Report,
174,2024-10-22,20:15,Liga 1,Torneo Clausura,Tue,Away,L,1,2,Alianza Lima,,,Marcos Lliuya,4-2-3-1,4-4-2,Daniel Ureta,Match Report,
175,2024-10-27,15:15,Liga 1,Torneo Clausura,Sun,Home,L,2,4,Melgar,,,Marcos Lliuya,4-2-3-1,4-3-3,Victor Cori,Match Report,
176,2024-11-02,15:15,Liga 1,Torneo Clausura,Sat,Away,D,1,1,UTC,,,Marcos Lliuya,4-2-3-1,4-3-3,Diego Haro,Match Report,
