,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
109,2024-03-15,15:30,Liga 1,Torneo Apertura,Fri,Away,W,1,0,CDC Santa Rosa,,,Daniel Franco,4-2-3-1,4-2-3-1,,Match Report,
110,2024-03-30,14:15,Liga 1,Torneo Apertura,Sat,Home,W,3,0,Mannucci,,,Daniel Franco,4-2-3-1,4-4-2,,Match Report,
111,2024-04-05,14:30,Liga 1,Torneo Apertura,Fri,Home,D,0,0,Sport Boys,,,Daniel Franco,4-2-3-1,5-4-1,,Match Report,
112,2024-04-14,19:30,Liga 1,Torneo Apertura,Sun,Away,L,0,2,Alianza Lima,,,Daniel Franco,4-4-2,3-5-2,,Match Report,
113,2024-04-21,14:30,Liga 1,Torneo Apertura,Sun,Home,L,1,2,Melgar,,,Daniel Franco,4-2-3-1,4-2-3-1,,Match Report,
114,2024-04-27,15:00,Liga 1,Torneo Apertura,Sat,Away,L,2,3,UTC,,,Daniel Franco,4-3-3,4-2-3-1,,Match Report,
115,2024-05-06,14:30,Liga 1,Torneo Apertura,Mon,Home,D,0,0,Sport Huancayo,,,Patricio Álvarez,4-4-2,4-2-3-1,,Match Report,
116,2024-05-12,15:00,Liga 1,Torneo Apertura,Sun,Away,D,0,0,Deportivo Garcilaso,,,Patricio Álvarez,4-3-2-1,4-2-3-1,,Match Report,
117,2024-05-17,14:30,Liga 1,Torneo Apertura,Fri,Home,W,4,0,Cusco,,,Patricio Álvarez,4-2-3-1,4-3-3,,Match Report,
118,2024-05-24,20:30,Liga 1,Torneo Apertura,Fri,Away,L,1,2,U César Vallejo,,,Patricio Álvarez,4-2-3-1,4-3-3,,Match Report,
119,2024-07-14,13:00,Liga 1,Torneo Clausura,Sun,Away,D,0,0,Alianza Atlético,,,Daniel Franco,4-4-2,4-2-3-1,,Match Report,
120,2024-07-21,13:00,Liga 1,Torneo Clausura,Sun,Home,D,1,1,Universitario,,,Daniel Franco,4-4-2,3-1-4-2,,Match Report,
121,2024-07-31,13:00,Liga 1,Torneo Clausura,Wed,Home,W,3,0,Comerciantes Unidos,,,Daniel Franco,4-4-2,4-1-4-1,,Match Report,
122,2024-08-04,15:20,Liga 1,Torneo Clausura,Sun,Away,W,2,1,ADT Tarma,,,Daniel Franco,4-4-2,3-4-1-2,,Match Report,
123,2024-08-11,13:00,Liga 1,Torneo Clausura,Sun,Home,D,1,1,Sporting Cristal,,,Daniel Franco,4-4-2,4-2-3-1,,Match Report,
124,2024-08-17,15:15,Liga 1,Torneo Clausura,Sat,Away,L,0,1,Cienciano,,,Daniel Franco,4-4-2,5-3-2,,Match Report,
125,2024-08-21,13:00,Liga 1,Torneo Clausura,Wed,Home,D,1,1,CDC Santa Rosa,,,Daniel Franco,4-4-2,4-3-3,,Match Report,
126,2024-08-26,20:00,Liga 1,Torneo Clausura,Mon,Away,D,1,1,Mannucci,,,Daniel Franco,4-2-3-1,3-4-3,,Match Report,
127,2024-09-01,13:00,Liga 1,Torneo Clausura,Sun,Away,W,2,1,Unión Comercio,,,Patricio Álvarez,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,
128,2024-09-14,15:00,Liga 1,Torneo Clausura,Sat,Away,D,0,0,Sport Boys,,,Patricio Álvarez,4-4-2,4-4-2,Jesús Cartagena,Match Report,
129,2024-09-18,13:00,Liga 1,Torneo Clausura,Wed,Home,W,1,0,Alianza Lima,,,Patricio Álvarez,4-2-3-1,5-4-1,Joel Alarcón,Match Report,
130,2024-09-23,20:00,Liga 1,Torneo Clausura,Mon,Away,D,0,0,Melgar,,,Patricio Álvarez,4-2-3-1,4-2-3-1,Michael Espinoza,Match Report,
131,2024-09-30,13:00,Liga 1,Torneo Clausura,Mon,Home,W,4,0,UTC,,,Patricio Álvarez,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,
132,2024-10-17,18:00,Liga 1,Torneo Clausura,Thu,Away,W,3,1,Sport Huancayo,,,Patricio Álvarez,3-4-1-2,4-2-3-1,Jesús Cartagena,Match Report,
133,2024-10-22,13:00,Liga 1,Torneo Clausura,Tue,Home,D,2,2,Deportivo Garcilaso,,,Patricio Álvarez,4-2-3-1,4-4-2,Augusto Menéndez,Match Report,
134,2024-10-28,18:30,Liga 1,Torneo Clausura,Mon,Away,W,1,0,Cusco,,,Patricio Álvarez,4-2-3-1,4-2-3-1,Jordy Espinoza,Match Report,
135,2024-11-02,15:15,Liga 1,Torneo Clausura,Sat,Home,W,3,1,U César Vallejo,,,Patricio Álvarez,4-2-3-1,3-4-3,Joel Alarcón,Match Report,
