,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Captain,Formation,Opp Formation,Referee,Team,DateTime
1082,2022-08-21,13:00,Liga 1,Torneo Clausura,6,Away,W,2,0,Carlos Stein,Bernardo Cuesta,4-4-2,4-3-3,Daniel Ureta,Melgar,2022-08-21 13:00:00
1083,2022-08-26,19:00,Liga 1,Torneo Clausura,4,Home,W,2,1,USMP,Carlos Cáceda,4-1-4-1,4-4-2,Wilfredo Blas,Melgar,2022-08-26 19:00:00
1084,2022-08-31,19:30,Sudamericana,Semi-finals,2,Away,L,0,3,ec Independiente,Bernardo Cuesta,4-1-4-1,5-3-2,Raphael Claus,Melgar,2022-08-31 19:30:00
1085,2022-09-07,19:30,Sudamericana,Semi-finals,2,Home,L,0,3,ec Independiente,Bernardo Cuesta,4-3-3,5-3-2,Fernando Rapallini,Melgar,2022-09-07 19:30:00
1086,2022-09-11,18:00,Liga 1,Torneo Clausura,6,Home,W,6,2,Dep Municipal,Alexis Arias,4-4-2,5-3-2,Carlos Lozano,Melgar,2022-09-11 18:00:00
1087,2022-09-17,15:30,Liga 1,Torneo Clausura,5,Away,D,2,2,Cienciano,Bernardo Cuesta,4-3-3,4-4-2,Joel Alarcón,Melgar,2022-09-17 15:30:00
1088,2022-09-21,19:30,Liga 1,Torneo Clausura,2,Away,L,0,2,Alianza Lima,,4-2-3-1,4-2-3-1,Kevin Ortega,Melgar,2022-09-21 19:30:00
1089,2022-09-24,15:30,Liga 1,Torneo Clausura,5,Away,L,2,3,U César Vallejo,Alexis Arias,4-3-3,3-4-3,Roberto Pérez,Melgar,2022-09-24 15:30:00
1090,2022-09-29,15:30,Liga 1,Torneo Clausura,3,Home,W,2,1,Binacional,Bernardo Cuesta,4-3-3,4-2-3-1,Edwin Ordóñez,Melgar,2022-09-29 15:30:00
1091,2022-10-05,15:00,Liga 1,Torneo Clausura,2,Away,D,1,1,ADT Tarma,Bernardo Cuesta,4-3-3,4-4-2,Michael Espinoza,Melgar,2022-10-05 15:00:00
1092,2022-10-08,19:00,Liga 1,Torneo Clausura,5,Home,W,3,0,Ayacucho,Bernardo Cuesta,4-3-3,3-4-3,Edwin Ordóñez,Melgar,2022-10-08 19:00:00
1093,2022-10-16,15:45,Liga 1,Torneo Clausura,6,Away,D,1,1,Universitario,Alexis Arias,4-3-3,4-2-3-1,Jesús Cartagena,Melgar,2022-10-16 15:45:00
1094,2022-10-19,17:15,Liga 1,Torneo Clausura,2,Home,W,3,0,Sport Boys,Alexis Arias,4-2-2-2,4-2-3-1,Hibert Villegas,Melgar,2022-10-19 17:15:00
1095,2022-10-24,15:00,Liga 1,Torneo Clausura,0,Away,L,1,2,Atlético Grau,Bernardo Cuesta,4-4-2,4-2-3-1,Michael Espinoza,Melgar,2022-10-24 15:00:00
1096,2022-10-30,15:00,Liga 1,Torneo Clausura,6,Home,L,0,1,Alianza Atlético,Bernardo Cuesta,4-4-2,5-3-2,Edwin Ordóñez,Melgar,2022-10-30 15:00:00
1097,2022-11-02,15:00,Liga 1,Semi-finals,2,Home,W,2,0,Sporting Cristal,Bernardo Cuesta,4-3-3,4-3-3,Roberto Pérez,Melgar,2022-11-02 15:00:00
1098,2022-11-06,15:00,Liga 1,Semi-finals,6,Away,W,2,0,Sporting Cristal,Bernardo Cuesta,4-3-3,4-3-3,Edwin Ordóñez,Melgar,2022-11-06 15:00:00
1099,2022-11-09,15:00,Liga 1,Finals,2,Home,W,1,0,Alianza Lima,Bernardo Cuesta,4-3-3,4-4-2,Michael Espinoza,Melgar,2022-11-09 15:00:00
1100,2022-11-12,20:00,Liga 1,Finals,5,Away,L,0,2,Alianza Lima,Bernardo Cuesta,4-3-3,4-3-3,Roberto Pérez,Melgar,2022-11-12 20:00:00
1101,2023-02-04,13:00,Liga 1,Torneo Apertura,5,Away,L,0,3,Atlético Grau,,,,Edwin Ordóñez,Melgar,2023-02-04 13:00:00
1102,2023-02-13,15:00,Liga 1,Torneo Apertura,0,Home,L,0,2,Dep Municipal,,4-3-3,4-2-3-1,Michael Espinoza,Melgar,2023-02-13 15:00:00
1103,2023-02-17,16:00,Liga 1,Torneo Apertura,4,Away,L,0,1,Sporting Cristal,Alexis Arias,4-3-3,4-3-3,Jesús Cartagena,Melgar,2023-02-17 16:00:00
1104,2023-03-05,15:30,Liga 1,Torneo Apertura,6,Away,L,0,1,Universitario,Alexis Arias,4-3-3,4-2-3-1,Diego Haro,Melgar,2023-03-05 15:30:00
1105,2023-03-18,15:30,Liga 1,Torneo Apertura,5,Away,D,0,0,UTC,Bernardo Cuesta,4-3-3,4-2-3-1,Kevin Ortega,Melgar,2023-03-18 15:30:00
1106,2023-03-26,15:30,Liga 1,Torneo Apertura,6,Away,D,0,0,ADT Tarma,Bernardo Cuesta,4-3-3,4-2-3-1,Daniel Ureta,Melgar,2023-03-26 15:30:00
1107,2023-04-01,15:30,Liga 1,Torneo Apertura,5,Home,D,1,1,Cusco,Bernardo Cuesta,4-3-3,4-1-3-2,Luis Ciriaco Liñan,Melgar,2023-04-01 15:30:00
1108,2023-04-06,19:00,Libertadores,Group stage,3,Home,D,1,1,py Olimpia,Bernardo Cuesta,4-3-3,4-2-3-1,Anderson Daronco,Melgar,2023-04-06 19:00:00
1109,2023-04-09,15:30,Liga 1,Torneo Apertura,6,Away,D,1,1,Sport Huancayo,Jean Archimbaud,4-3-3,4-2-3-1,Pablo López,Melgar,2023-04-09 15:30:00
1110,2023-04-14,19:00,Liga 1,Torneo Apertura,4,Home,W,1,0,Cienciano,Bernardo Cuesta,4-3-3,4-1-4-1,Jesús Cartagena,Melgar,2023-04-14 19:00:00
1111,2023-04-20,19:00,Libertadores,Group stage,3,Away,L,1,3,co Nacional,Bernardo Cuesta,4-3-3,4-4-1-1,Wilton Sampaio,Melgar,2023-04-20 19:00:00
1112,2023-04-24,13:00,Liga 1,Torneo Apertura,0,Away,D,3,3,Alianza Atlético,Bernardo Cuesta,4-4-2,3-4-3,Italo Gonzáles,Melgar,2023-04-24 13:00:00
1113,2023-04-29,18:00,Liga 1,Torneo Apertura,5,Home,W,5,0,Cantolao,Bernardo Cuesta,4-2-3-1,4-2-3-1,Roberto Pérez,Melgar,2023-04-29 18:00:00
1114,2023-05-04,19:00,Libertadores,Group stage,3,Away,L,1,4,ar Patronato,Bernardo Cuesta,4-1-4-1,4-2-3-1,Gery Vargas,Melgar,2023-05-04 19:00:00
1115,2023-05-08,13:00,Liga 1,Torneo Apertura,0,Away,D,1,1,Unión Comercio,Bernardo Cuesta,4-3-3,4-4-2,Luis Ciriaco Liñan,Melgar,2023-05-08 13:00:00
1116,2023-05-12,15:30,Liga 1,Torneo Apertura,4,Home,W,2,0,Sport Boys,Bernardo Cuesta,4-3-3,3-4-3,Roberto Pérez,Melgar,2023-05-12 15:30:00
1117,2023-05-15,15:30,Liga 1,Torneo Apertura,0,Home,L,2,4,Deportivo Garcilaso,Bernardo Cuesta,4-3-3,4-3-3,David Huaman,Melgar,2023-05-15 15:30:00
1118,2023-05-19,18:30,Liga 1,Torneo Apertura,4,Home,W,2,1,Alianza Lima,Bernardo Cuesta,3-4-1-2,4-3-3,Diego Haro,Melgar,2023-05-19 18:30:00
1119,2023-05-24,21:00,Libertadores,Group stage,2,Home,L,0,1,co Nacional,Bernardo Cuesta,3-4-1-2,4-3-3,Edina Alves Batista,Melgar,2023-05-24 21:00:00
1120,2023-05-28,18:30,Liga 1,Torneo Apertura,6,Away,W,2,1,Mannucci,Bernardo Cuesta,3-4-1-2,4-2-3-1,Alejandro Villanueva,Melgar,2023-05-28 18:30:00
1121,2023-05-31,19:00,Liga 1,Torneo Apertura,2,Home,D,2,2,U César Vallejo,Bernardo Cuesta,3-4-1-2,4-2-3-1,Edwin Ordóñez,Melgar,2023-05-31 19:00:00
1122,2023-06-06,19:00,Libertadores,Group stage,1,Home,W,5,0,ar Patronato,Bernardo Cuesta,3-4-1-2,3-5-2,Bruno Arleu de Araujo,Melgar,2023-06-06 19:00:00
1123,2023-06-10,18:00,Liga 1,Torneo Apertura,5,Home,W,2,1,Binacional,Bernardo Cuesta,3-4-1-2,4-3-3,Michael Espinoza,Melgar,2023-06-10 18:00:00
1124,2023-06-22,18:00,Liga 1,Torneo Clausura,3,Home,W,4,0,ADT Tarma,Bernardo Cuesta,3-4-1-2,4-2-3-1,Jonathan Zamora,Melgar,2023-06-22 18:00:00
1125,2023-06-27,20:00,Libertadores,Group stage,1,Away,L,1,4,py Olimpia,Bernardo Cuesta,3-4-1-2,4-4-2,Raphael Claus,Melgar,2023-06-27 20:00:00
1126,2023-07-01,18:00,Liga 1,Torneo Clausura,5,Away,D,2,2,Deportivo Garcilaso,Bernardo Cuesta,5-3-2,3-4-3,Jordy Espinoza,Melgar,2023-07-01 18:00:00
1127,2023-07-07,15:00,Liga 1,Torneo Clausura,4,Home,W,3,0,Atlético Grau,Bernardo Cuesta,4-3-3,4-2-3-1,Kevin Ortega,Melgar,2023-07-07 15:00:00
1128,2023-07-17,15:00,Liga 1,Torneo Clausura,0,Away,W,1,0,Dep Municipal,Bernardo Cuesta,3-4-3,4-2-3-1,Joel Alarcón,Melgar,2023-07-17 15:00:00
1129,2023-07-23,15:30,Liga 1,Torneo Clausura,6,Home,D,1,1,Sporting Cristal,Bernardo Cuesta,3-4-3,4-3-3,Edwin Ordóñez,Melgar,2023-07-23 15:30:00
1130,2023-07-31,13:00,Liga 1,Torneo Clausura,0,Away,W,2,0,Sport Boys,Bernardo Cuesta,3-4-3,4-3-3,Roberto Pérez,Melgar,2023-07-31 13:00:00
1131,2023-08-06,18:00,Liga 1,Torneo Clausura,6,Home,L,0,1,Universitario,Bernardo Cuesta,3-4-3,3-4-1-2,Kevin Ortega,Melgar,2023-08-06 18:00:00
1132,2023-08-11,20:00,Liga 1,Torneo Clausura,4,Away,W,2,1,U César Vallejo,Leonel Galeano,3-4-3,4-4-2,Michael Espinoza,Melgar,2023-08-11 20:00:00
1133,2023-08-15,18:00,Liga 1,Torneo Clausura,1,Home,D,1,1,UTC,Horacio Orzán,3-4-3,4-2-3-1,Sebastián Lozano,Melgar,2023-08-15 18:00:00
1134,2023-08-19,15:30,Liga 1,Torneo Clausura,5,Away,D,1,1,Cusco,Leonel Galeano,3-4-3,4-2-3-1,Roberto Pérez,Melgar,2023-08-19 15:30:00
1135,2023-08-27,15:30,Liga 1,Torneo Clausura,6,Home,L,1,3,Sport Huancayo,Bernardo Cuesta,3-4-3,4-2-3-1,Jesús Cartagena,Melgar,2023-08-27 15:30:00
1136,2023-09-09,19:00,Liga 1,Torneo Clausura,5,Away,W,1,0,Cienciano,Bernardo Cuesta,3-4-3,3-4-3,Diego Haro,Melgar,2023-09-09 19:00:00
1137,2023-09-15,15:20,Liga 1,Torneo Clausura,4,Home,W,4,0,Alianza Atlético,Alexis Arias,3-5-1-1,4-2-3-1,Michael Espinoza,Melgar,2023-09-15 15:20:00
1138,2023-09-19,15:20,Liga 1,Torneo Clausura,1,Away,W,1,0,Cantolao,Bernardo Cuesta,3-5-1-1,5-3-2,Kevin Ortega,Melgar,2023-09-19 15:20:00
1139,2023-09-24,15:15,Liga 1,Torneo Clausura,6,Home,W,3,1,Unión Comercio,Bernardo Cuesta,3-5-1-1,4-2-3-1,Jesús Cartagena,Melgar,2023-09-24 15:15:00
1140,2023-09-28,20:30,Liga 1,Torneo Clausura,3,Away,D,0,0,Alianza Lima,Bernardo Cuesta,3-4-3,4-2-3-1,Diego Haro,Melgar,2023-09-28 20:30:00
1141,2023-10-03,18:00,Liga 1,Torneo Clausura,1,Home,W,2,1,Mannucci,Bernardo Cuesta,3-4-3,4-4-2,Edwin Ordóñez,Melgar,2023-10-03 18:00:00
1142,2023-10-29,15:00,Liga 1,Torneo Clausura,6,Away,W,2,1,Binacional,Bernardo Cuesta,3-4-3,4-2-3-1,Edwin Ordóñez,Melgar,2023-10-29 15:00:00
1143,2024-01-26,19:00,Liga 1,Torneo Apertura,4,Home,L,2,3,Cusco,Bernardo Cuesta,4-4-2,4-2-3-1,,Melgar,2024-01-26 19:00:00
1144,2024-02-02,20:00,Liga 1,Torneo Apertura,4,Away,L,2,3,U César Vallejo,Bernardo Cuesta,3-5-1-1,4-3-3,,Melgar,2024-02-02 20:00:00
1145,2024-02-07,20:30,Libertadores,First qualifying stage,2,Away,L,0,1,bo Aurora,Bernardo Cuesta,5-4-1,3-4-1-2,,Melgar,2024-02-07 20:30:00
1146,2024-02-10,15:00,Liga 1,Torneo Apertura,5,Home,W,1,0,Alianza Atlético,Horacio Orzán,4-2-3-1,4-2-3-1,,Melgar,2024-02-10 15:00:00
1147,2024-02-14,19:30,Libertadores,First qualifying stage,2,Home,D,1,1,bo Aurora,Bernardo Cuesta,4-3-3,3-4-1-2,,Melgar,2024-02-14 19:30:00
1148,2024-02-17,20:00,Liga 1,Torneo Apertura,5,Away,L,0,2,Universitario,Bernardo Cuesta,3-5-1-1,3-5-2,,Melgar,2024-02-17 20:00:00
1149,2024-02-24,17:30,Liga 1,Torneo Apertura,5,Home,W,2,1,Unión Comercio,Bernardo Cuesta,4-2-3-1,4-2-3-1,,Melgar,2024-02-24 17:30:00
1150,2024-03-02,15:45,Liga 1,Torneo Apertura,5,Away,D,0,0,Comerciantes Unidos,Bernardo Cuesta,3-4-3,4-2-3-1,,Melgar,2024-03-02 15:45:00
1151,2024-03-09,15:30,Liga 1,Torneo Apertura,5,Home,W,3,1,ADT Tarma,Bernardo Cuesta,4-2-3-1,3-4-1-2,,Melgar,2024-03-09 15:30:00
1152,2024-03-13,21:00,Liga 1,Torneo Apertura,2,Away,W,2,1,Sporting Cristal,Bernardo Cuesta,4-2-3-1,4-2-3-1,,Melgar,2024-03-13 21:00:00
1153,2024-03-30,16:45,Liga 1,Torneo Apertura,5,Home,W,2,0,Cienciano,Bernardo Cuesta,4-2-3-1,4-1-4-1,,Melgar,2024-03-30 16:45:00
1154,2024-04-06,13:00,Liga 1,Torneo Apertura,5,Away,D,2,2,CDC Santa Rosa,Bernardo Cuesta,4-2-3-1,4-2-3-1,,Melgar,2024-04-06 13:00:00
1155,2024-04-13,17:00,Liga 1,Torneo Apertura,5,Home,W,2,0,Mannucci,Horacio Orzán,4-2-3-1,3-5-2,,Melgar,2024-04-13 17:00:00
1156,2024-04-21,14:30,Liga 1,Torneo Apertura,6,Away,W,2,1,Atlético Grau,Bernardo Cuesta,4-2-3-1,4-2-3-1,,Melgar,2024-04-21 14:30:00
1157,2024-04-28,17:30,Liga 1,Torneo Apertura,6,Home,W,1,0,Alianza Lima,Bernardo Cuesta,4-2-3-1,3-1-4-2,,Melgar,2024-04-28 17:30:00
1158,2024-05-05,15:00,Liga 1,Torneo Apertura,6,Home,W,2,1,Sport Boys,Bernardo Cuesta,4-3-3,4-3-3,,Melgar,2024-05-05 15:00:00
1159,2024-05-12,13:00,Liga 1,Torneo Apertura,6,Away,W,6,2,UTC,Bernardo Cuesta,4-2-3-1,4-3-3,,Melgar,2024-05-12 13:00:00
1160,2024-05-18,18:00,Liga 1,Torneo Apertura,5,Home,W,4,1,Sport Huancayo,Bernardo Cuesta,4-2-3-1,4-2-3-1,,Melgar,2024-05-18 18:00:00
1161,2024-05-25,15:00,Liga 1,Torneo Apertura,5,Away,W,3,1,Deportivo Garcilaso,Bernardo Cuesta,4-2-3-1,4-4-2,,Melgar,2024-05-25 15:00:00
1162,2024-07-14,15:15,Liga 1,Torneo Clausura,6,Away,W,3,0,Cusco,Bernardo Cuesta,4-2-3-1,3-4-1-2,,Melgar,2024-07-14 15:15:00
1163,2024-07-20,15:15,Liga 1,Torneo Clausura,5,Home,W,5,2,U César Vallejo,Bernardo Cuesta,4-2-3-1,5-4-1,,Melgar,2024-07-20 15:15:00
1164,2024-07-25,13:00,Liga 1,Torneo Clausura,3,Away,L,1,3,Alianza Atlético,Bernardo Cuesta,4-2-3-1,4-3-3,,Melgar,2024-07-25 13:00:00
1165,2024-07-31,20:00,Liga 1,Torneo Clausura,2,Home,W,1,0,Universitario,Bernardo Cuesta,4-2-3-1,3-1-4-2,,Melgar,2024-07-31 20:00:00
1166,2024-08-04,13:10,Liga 1,Torneo Clausura,6,Away,L,1,2,Unión Comercio,Bernardo Cuesta,4-2-3-1,4-2-3-1,,Melgar,2024-08-04 13:10:00
1167,2024-08-16,13:00,Liga 1,Torneo Clausura,4,Away,D,1,1,ADT Tarma,Bernardo Cuesta,5-4-1,3-4-3,,Melgar,2024-08-16 13:00:00
1168,2024-08-21,19:30,Liga 1,Torneo Clausura,2,Home,W,2,0,Sporting Cristal,Bernardo Cuesta,5-4-1,4-4-2,,Melgar,2024-08-21 19:30:00
1169,2024-08-25,20:00,Liga 1,Torneo Clausura,6,Away,L,1,3,Cienciano,Bernardo Cuesta,4-2-3-1,4-3-3,,Melgar,2024-08-25 20:00:00
1170,2024-09-07,15:15,Liga 1,Torneo Clausura,5,Home,W,3,0,Comerciantes Unidos,Bernardo Cuesta,4-1-3-2,4-4-2,Julio Quiróz,Melgar,2024-09-07 15:15:00
1171,2024-09-15,15:15,Liga 1,Torneo Clausura,6,Home,W,2,0,CDC Santa Rosa,Bernardo Cuesta,4-2-3-1,4-3-3,Joel Alarcón,Melgar,2024-09-15 15:15:00
1172,2024-09-19,20:00,Liga 1,Torneo Clausura,3,Away,D,1,1,Mannucci,Horacio Orzán,4-2-3-1,4-4-2,Augusto Menéndez,Melgar,2024-09-19 20:00:00
1173,2024-09-23,20:00,Liga 1,Torneo Clausura,0,Home,D,0,0,Atlético Grau,Bernardo Cuesta,4-2-3-1,4-2-3-1,Michael Espinoza,Melgar,2024-09-23 20:00:00
1174,2024-09-28,20:30,Liga 1,Torneo Clausura,5,Away,D,1,1,Alianza Lima,Horacio Orzán,4-2-3-1,5-3-2,Roberto Pérez,Melgar,2024-09-28 20:30:00
1175,2024-10-18,13:00,Liga 1,Torneo Clausura,4,Away,W,2,0,Sport Boys,Horacio Orzán,4-2-3-1,4-3-3,Micke Palomino,Melgar,2024-10-18 13:00:00
1176,2024-10-22,18:00,Liga 1,Torneo Clausura,1,Home,W,1,0,UTC,Horacio Orzán,4-2-3-1,3-4-3,Fernando Legario,Melgar,2024-10-22 18:00:00
1177,2024-10-27,15:15,Liga 1,Torneo Clausura,6,Away,W,4,2,Sport Huancayo,Horacio Orzán,4-3-3,4-2-3-1,Victor Cori,Melgar,2024-10-27 15:15:00
1178,2024-11-03,15:00,Liga 1,Torneo Clausura,6,Home,D,1,1,Deportivo Garcilaso,Horacio Orzán,4-3-3,5-3-2,Michael Espinoza,Melgar,2024-11-03 15:00:00
1179,2022-02-06,13:15,Liga 1,Torneo Apertura,6,Away,D,0,0,Carlos Stein,,4-4-2,4-4-2,David Huaman,ADT Tarma,2022-02-06 13:15:00
1180,2022-02-12,15:00,Liga 1,Torneo Apertura,5,Home,D,0,0,U César Vallejo,,4-5-1,5-3-2,Jordi Espinoza,ADT Tarma,2022-02-12 15:00:00
1181,2022-02-20,19:00,Liga 1,Torneo Apertura,6,Away,D,0,0,Cienciano,Yorkman Tello,4-2-3-1,3-5-2,Jesús Cartagena,ADT Tarma,2022-02-20 19:00:00
1182,2022-02-27,15:00,Liga 1,Torneo Apertura,6,Home,L,2,3,Dep Municipal,Yorkman Tello,4-2-3-1,4-3-3,Luis Seminario,ADT Tarma,2022-02-27 15:00:00
1183,2022-03-07,19:00,Liga 1,Torneo Apertura,0,Away,W,1,0,Binacional,Yorkman Tello,5-3-2,4-2-3-1,Joel Alarcón,ADT Tarma,2022-03-07 19:00:00
1184,2022-03-13,15:30,Liga 1,Torneo Apertura,6,Home,W,1,0,Sport Huancayo,,4-2-3-1,4-2-3-1,Luis Garay Evia,ADT Tarma,2022-03-13 15:30:00
1185,2022-03-20,15:30,Liga 1,Torneo Apertura,6,Home,D,0,0,Ayacucho,Jeickson Reyes,4-4-2,4-4-2,Jordy Espinoza,ADT Tarma,2022-03-20 15:30:00
1186,2022-04-04,20:00,Liga 1,Torneo Apertura,0,Away,L,1,2,Universitario,Yorkman Tello,4-4-2,4-2-3-1,Hibert Villegas,ADT Tarma,2022-04-04 20:00:00
1187,2022-04-10,15:00,Liga 1,Torneo Apertura,6,Home,W,3,0,Sport Boys,Yorkman Tello,4-2-3-1,4-2-3-1,Gean Pierre Barbagelatta,ADT Tarma,2022-04-10 15:00:00
1188,2022-04-16,13:00,Liga 1,Torneo Apertura,5,Away,L,1,4,Atlético Grau,Yorkman Tello,4-2-3-1,4-2-3-1,Micke Palomino,ADT Tarma,2022-04-16 13:00:00
1189,2022-04-24,15:00,Liga 1,Torneo Apertura,6,Home,L,1,2,Alianza Atlético,,4-4-1-1,5-3-2,Luis Garay Evia,ADT Tarma,2022-04-24 15:00:00
1190,2022-05-01,13:15,Liga 1,Torneo Apertura,6,Away,D,1,1,Mannucci,Yorkman Tello,4-4-2,4-4-2,David Huaman,ADT Tarma,2022-05-01 13:15:00
1191,2022-05-08,15:00,Liga 1,Torneo Apertura,6,Home,D,1,1,Sporting Cristal,Yorkman Tello,4-4-2,4-3-3,Kevin Ortega,ADT Tarma,2022-05-08 15:00:00
1192,2022-05-13,15:30,Liga 1,Torneo Apertura,4,Away,L,0,3,Melgar,Yorkman Tello,4-2-3-1,4-2-3-1,Luis Seminario,ADT Tarma,2022-05-13 15:30:00
1193,2022-05-28,11:00,Liga 1,Torneo Apertura,5,Away,L,0,2,USMP,Yorkman Tello,4-2-3-1,4-2-3-1,Sebastián Lozano,ADT Tarma,2022-05-28 11:00:00
1194,2022-06-19,15:00,Liga 1,Torneo Apertura,6,Home,L,1,2,UTC,Yorkman Tello,4-2-3-1,4-2-3-1,Robin Segura Tuanama,ADT Tarma,2022-06-19 15:00:00
1195,2022-06-26,11:00,Liga 1,Torneo Apertura,6,Away,L,0,3,Cantolao,Yorkman Tello,3-4-3,4-2-3-1,Luis Seminario,ADT Tarma,2022-06-26 11:00:00
1196,2022-07-03,15:00,Liga 1,Torneo Apertura,6,Home,D,1,1,Alianza Lima,Hugo Ancajima,4-4-2,4-3-1-2,Daniel Ureta,ADT Tarma,2022-07-03 15:00:00
1197,2022-07-10,15:00,Liga 1,Torneo Clausura,6,Home,W,1,0,Carlos Stein,Yorkman Tello,4-4-2,4-3-3,Luis Garay Evia,ADT Tarma,2022-07-10 15:00:00
1198,2022-07-16,13:00,Liga 1,Torneo Clausura,5,Away,L,2,3,U César Vallejo,Yorkman Tello,4-2-3-1,3-4-3,James Huamaní,ADT Tarma,2022-07-16 13:00:00
1199,2022-07-24,15:00,Liga 1,Torneo Clausura,6,Home,L,0,1,Cienciano,Yorkman Tello,4-3-3,3-5-2,Sebastián Lozano,ADT Tarma,2022-07-24 15:00:00
1200,2022-07-27,15:15,Liga 1,Torneo Clausura,2,Away,L,0,1,Dep Municipal,Yorkman Tello,4-2-3-1,4-1-4-1,Jesús Cartagena,ADT Tarma,2022-07-27 15:15:00
1201,2022-07-31,15:00,Liga 1,Torneo Clausura,6,Home,W,1,0,Binacional,Yorkman Tello,4-2-4,4-4-2,Augusto Menéndez,ADT Tarma,2022-07-31 15:00:00
1202,2022-08-06,18:00,Liga 1,Torneo Clausura,5,Away,D,1,1,Sport Huancayo,Hernán Rengifo,4-2-3-1,3-4-1-2,Micke Palomino,ADT Tarma,2022-08-06 18:00:00
1203,2022-08-13,15:30,Liga 1,Torneo Clausura,5,Away,W,2,1,Ayacucho,Hernán Rengifo,4-2-3-1,4-3-3,Augusto Menéndez,ADT Tarma,2022-08-13 15:30:00
1204,2022-08-21,15:00,Liga 1,Torneo Clausura,6,Home,D,1,1,Universitario,Yorkman Tello,4-2-3-1,4-4-2,Edwin Ordóñez,ADT Tarma,2022-08-21 15:00:00
1205,2022-08-26,15:30,Liga 1,Torneo Clausura,4,Away,L,1,2,Sport Boys,Yorkman Tello,4-2-3-1,4-3-3,Christian Zegarra,ADT Tarma,2022-08-26 15:30:00
1206,2022-09-04,15:00,Liga 1,Torneo Clausura,6,Home,D,1,1,Atlético Grau,Yorkman Tello,4-2-3-1,4-1-3-2,Hibert Villegas,ADT Tarma,2022-09-04 15:00:00
1207,2022-09-10,13:15,Liga 1,Torneo Clausura,5,Away,D,2,2,Alianza Atlético,Armando Alfageme,4-2-3-1,4-2-3-1,Italo Gonzáles,ADT Tarma,2022-09-10 13:15:00
1208,2022-09-18,15:00,Liga 1,Torneo Clausura,6,Home,W,2,1,Mannucci,Yorkman Tello,4-3-3,4-2-3-1,Wilfredo Blas,ADT Tarma,2022-09-18 15:00:00
1209,2022-09-29,13:00,Liga 1,Torneo Clausura,3,Away,L,2,4,Sporting Cristal,Armando Alfageme,4-2-3-1,4-3-3,Jesús Cartagena,ADT Tarma,2022-09-29 13:00:00
1210,2022-10-05,15:00,Liga 1,Torneo Clausura,2,Home,D,1,1,Melgar,Yorkman Tello,4-4-2,4-3-3,Michael Espinoza,ADT Tarma,2022-10-05 15:00:00
1211,2022-10-16,15:00,Liga 1,Torneo Clausura,6,Home,W,4,1,USMP,Hernán Rengifo,4-3-3,3-4-3,Diego Haro,ADT Tarma,2022-10-16 15:00:00
1212,2022-10-20,15:30,Liga 1,Torneo Clausura,3,Away,D,2,2,UTC,Hernán Rengifo,4-2-3-1,4-2-3-1,Jesús Cartagena,ADT Tarma,2022-10-20 15:30:00
1213,2022-10-23,15:00,Liga 1,Torneo Clausura,6,Home,W,2,1,Cantolao,Hernán Rengifo,4-2-3-1,5-4-1,Roberto Pérez,ADT Tarma,2022-10-23 15:00:00
1214,2022-10-30,15:00,Liga 1,Torneo Clausura,6,Away,L,0,2,Alianza Lima,Emilio Gutiérrez,4-2-3-1,4-4-2,Michael Espinoza,ADT Tarma,2022-10-30 15:00:00
1215,2023-02-11,15:30,Liga 1,Torneo Apertura,5,Home,L,1,2,Deportivo Garcilaso,Ignacio Barrios,4-3-3,4-2-3-1,Alejandro Villanueva,ADT Tarma,2023-02-11 15:30:00
1216,2023-02-19,13:00,Liga 1,Torneo Apertura,6,Away,D,1,1,Atlético Grau,Ignacio Barrios,4-2-3-1,4-3-3,Luis Ciriaco Liñan,ADT Tarma,2023-02-19 13:00:00
1217,2023-02-26,15:30,Liga 1,Torneo Apertura,6,Home,W,3,0,Dep Municipal,Ignacio Barrios,4-4-2,4-2-3-1,James Huamaní,ADT Tarma,2023-02-26 15:30:00
1218,2023-03-04,16:00,Liga 1,Torneo Apertura,5,Away,D,0,0,Sporting Cristal,Ignacio Barrios,4-2-3-1,4-3-3,Pablo López,ADT Tarma,2023-03-04 16:00:00
1219,2023-03-10,15:30,Liga 1,Torneo Apertura,4,Home,W,1,0,Sport Boys,Ignacio Barrios,4-2-3-1,4-3-3,Wilmer Villanueva,ADT Tarma,2023-03-10 15:30:00
1220,2023-03-18,20:00,Liga 1,Torneo Apertura,5,Away,L,1,3,Universitario,Ignacio Barrios,4-2-3-1,5-3-2,Michael Espinoza,ADT Tarma,2023-03-18 20:00:00
1221,2023-03-26,15:30,Liga 1,Torneo Apertura,6,Home,D,0,0,Melgar,Ignacio Barrios,4-2-3-1,4-3-3,Daniel Ureta,ADT Tarma,2023-03-26 15:30:00
1222,2023-03-31,15:30,Liga 1,Torneo Apertura,4,Home,W,2,0,U César Vallejo,Ignacio Barrios,4-2-3-1,4-2-3-1,Jesús Cartagena,ADT Tarma,2023-03-31 15:30:00
1223,2023-04-08,15:30,Liga 1,Torneo Apertura,5,Away,L,0,1,UTC,Ignacio Barrios,4-2-3-1,4-2-3-1,Alejandro Villanueva,ADT Tarma,2023-04-08 15:30:00
1224,2023-04-16,15:30,Liga 1,Torneo Apertura,6,Home,L,0,2,Cusco,Ignacio Barrios,4-2-3-1,4-2-3-1,Joel Alarcón,ADT Tarma,2023-04-16 15:30:00
