,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Captain,Formation,Opp Formation,Referee,Team,DateTime
649,2023-03-25,16:00,Liga 1,Torneo Apertura,5,Home,W,2,0,Cantolao,Gianfranco Chávez,4-3-3,4-4-1-1,Roberto Pérez,Sporting Cristal,2023-03-25 16:00:00
650,2023-03-31,15:00,Liga 1,Torneo Apertura,4,Away,D,1,1,Dep Municipal,Gianfranco Chávez,4-3-3,4-1-4-1,Micke Palomino,Sporting Cristal,2023-03-31 15:00:00
651,2023-04-05,19:30,Libertadores,Group stage,2,Home,L,1,3,br Fluminense,Yoshimar Yotún,4-3-3,4-2-3-1,Wilmar Roldán,Sporting Cristal,2023-04-05 19:30:00
652,2023-04-14,16:00,Liga 1,Torneo Apertura,4,Home,D,1,1,Sport Boys,Yoshimar Yotún,4-3-3,5-4-1,Diego Haro,Sporting Cristal,2023-04-14 16:00:00
653,2023-04-19,21:00,Libertadores,Group stage,2,Away,L,2,4,ar River Plate,Gianfranco Chávez,3-5-2,4-2-2-2,John J. Ospina,Sporting Cristal,2023-04-19 21:00:00
654,2023-04-24,20:30,Liga 1,Torneo Apertura,0,Away,L,0,2,Universitario,Yoshimar Yotún,4-3-3,3-4-1-2,Kevin Ortega,Sporting Cristal,2023-04-24 20:30:00
655,2023-04-28,15:30,Liga 1,Torneo Apertura,4,Home,D,1,1,U César Vallejo,Yoshimar Yotún,4-3-1-2,4-2-3-1,Jordy Espinoza,Sporting Cristal,2023-04-28 15:30:00
656,2023-05-02,21:00,Libertadores,Group stage,1,Home,W,1,0,bo The Strongest,Yoshimar Yotún,4-3-3,4-2-3-1,Leodán González,Sporting Cristal,2023-05-02 21:00:00
657,2023-05-07,15:15,Liga 1,Torneo Apertura,6,Away,D,1,1,UTC,Yoshimar Yotún,4-3-3,3-4-1-2,Roberto Pérez,Sporting Cristal,2023-05-07 15:15:00
658,2023-05-13,13:00,Liga 1,Torneo Apertura,5,Away,W,6,1,Unión Comercio,Yoshimar Yotún,4-3-3,4-2-3-1,Jesús Cartagena,Sporting Cristal,2023-05-13 13:00:00
659,2023-05-17,19:00,Liga 1,Torneo Apertura,2,Away,W,1,0,Binacional,Gianfranco Chávez,4-3-3,4-2-3-1,Augusto Menéndez,Sporting Cristal,2023-05-17 19:00:00
660,2023-05-20,20:30,Liga 1,Torneo Apertura,5,Home,W,3,2,Cusco,Yoshimar Yotún,4-3-3,4-2-3-1,Edwin Ordóñez,Sporting Cristal,2023-05-20 20:30:00
661,2023-05-25,19:00,Libertadores,Group stage,3,Home,D,1,1,ar River Plate,Yoshimar Yotún,4-1-4-1,4-2-3-1,Cristián Garay,Sporting Cristal,2023-05-25 19:00:00
662,2023-05-28,18:00,Liga 1,Torneo Apertura,6,Away,W,2,1,Sport Huancayo,Irven Ávila,4-3-3,4-2-3-1,Micke Palomino,Sporting Cristal,2023-05-28 18:00:00
663,2023-06-01,20:00,Liga 1,Torneo Apertura,3,Home,W,4,2,Cienciano,Yoshimar Yotún,4-3-3,4-2-3-1,Diego Haro,Sporting Cristal,2023-06-01 20:00:00
664,2023-06-07,22:00,Libertadores,Group stage,2,Away,W,2,1,bo The Strongest,Yoshimar Yotún,4-3-3,4-3-3,Esteban Ostojich,Sporting Cristal,2023-06-07 22:00:00
665,2023-06-11,13:00,Liga 1,Torneo Apertura,6,Away,D,0,0,Alianza Atlético,Irven Ávila,3-4-3,4-2-3-1,Edwin Ordóñez,Sporting Cristal,2023-06-11 13:00:00
666,2023-06-22,15:00,Liga 1,Torneo Clausura,3,Away,W,2,0,Cantolao,Alejandro Hohberg,3-4-3,4-4-2,Joel Alarcón,Sporting Cristal,2023-06-22 15:00:00
667,2023-06-27,21:00,Libertadores,Group stage,1,Away,D,1,1,br Fluminense,Yoshimar Yotún,4-3-3,4-2-3-1,Piero Maza,Sporting Cristal,2023-06-27 21:00:00
668,2023-07-02,13:00,Liga 1,Torneo Clausura,6,Home,W,3,0,Unión Comercio,Yoshimar Yotún,4-3-3,4-3-3,Pablo López,Sporting Cristal,2023-07-02 13:00:00
669,2023-07-08,19:00,Liga 1,Torneo Clausura,5,Away,D,0,0,Alianza Lima,Gianfranco Chávez,4-3-3,4-3-3,Joel Alarcón,Sporting Cristal,2023-07-08 19:00:00
670,2023-07-12,19:00,Sudamericana,Knockout round play-offs,2,Home,L,0,1,ec CS Emelec,Yoshimar Yotún,4-3-3,4-3-3,Raphael Claus,Sporting Cristal,2023-07-12 19:00:00
671,2023-07-15,15:15,Liga 1,Torneo Clausura,5,Home,W,3,2,Mannucci,Yoshimar Yotún,4-3-3,4-4-2,Michael Espinoza,Sporting Cristal,2023-07-15 15:15:00
672,2023-07-19,19:00,Sudamericana,Knockout round play-offs,2,Away,D,0,0,ec CS Emelec,Yoshimar Yotún,3-4-3,4-3-3,Piero Maza,Sporting Cristal,2023-07-19 19:00:00
673,2023-07-23,15:30,Liga 1,Torneo Clausura,6,Away,D,1,1,Melgar,Yoshimar Yotún,4-3-3,3-4-3,Edwin Ordóñez,Sporting Cristal,2023-07-23 15:30:00
674,2023-07-27,15:00,Liga 1,Torneo Clausura,3,Home,W,5,0,Binacional,Yoshimar Yotún,4-3-3,4-2-3-1,Sebastián Lozano,Sporting Cristal,2023-07-27 15:00:00
675,2023-08-06,15:15,Liga 1,Torneo Clausura,6,Away,D,1,1,ADT Tarma,Yoshimar Yotún,4-1-4-1,4-2-3-1,Daniel Ureta,Sporting Cristal,2023-08-06 15:15:00
676,2023-08-13,13:00,Liga 1,Torneo Clausura,6,Home,W,3,0,Deportivo Garcilaso,Yoshimar Yotún,4-1-4-1,3-5-2,Diego Haro,Sporting Cristal,2023-08-13 13:00:00
677,2023-08-17,15:15,Liga 1,Torneo Clausura,3,Away,W,3,2,Atlético Grau,Yoshimar Yotún,4-1-4-1,4-4-2,Roberto Pérez,Sporting Cristal,2023-08-17 15:15:00
678,2023-08-20,15:30,Liga 1,Torneo Clausura,6,Home,W,1,0,Dep Municipal,Yoshimar Yotún,4-1-4-1,4-2-3-1,Sebastián Lozano,Sporting Cristal,2023-08-20 15:30:00
679,2023-09-10,15:00,Liga 1,Torneo Clausura,6,Away,D,1,1,Sport Boys,Irven Ávila,4-3-3,4-3-3,Joel Alarcón,Sporting Cristal,2023-09-10 15:00:00
680,2023-09-16,20:30,Liga 1,Torneo Clausura,5,Home,D,0,0,Universitario,Yoshimar Yotún,4-3-3,3-5-2,Kevin Ortega,Sporting Cristal,2023-09-16 20:30:00
681,2023-09-21,20:00,Liga 1,Torneo Clausura,3,Away,W,1,0,U César Vallejo,Yoshimar Yotún,4-3-3,4-2-3-1,Roberto Pérez,Sporting Cristal,2023-09-21 20:00:00
682,2023-09-25,20:00,Liga 1,Torneo Clausura,0,Home,D,1,1,UTC,Yoshimar Yotún,4-3-3,4-2-3-1,Michael Espinoza,Sporting Cristal,2023-09-25 20:00:00
683,2023-09-29,18:00,Liga 1,Torneo Clausura,4,Away,L,1,4,Cusco,Yoshimar Yotún,4-3-3,4-3-3,Joel Alarcón,Sporting Cristal,2023-09-29 18:00:00
684,2023-10-03,15:00,Liga 1,Torneo Clausura,1,Home,W,2,0,Sport Huancayo,Yoshimar Yotún,4-3-3,5-4-1,Daniel Ureta,Sporting Cristal,2023-10-03 15:00:00
685,2023-10-22,20:00,Liga 1,Torneo Clausura,6,Away,L,0,1,Cienciano,Yoshimar Yotún,3-4-3,4-2-3-1,Kevin Ortega,Sporting Cristal,2023-10-22 20:00:00
686,2023-10-29,15:00,Liga 1,Torneo Clausura,6,Home,W,3,0,Alianza Atlético,Yoshimar Yotún,4-4-2,4-3-3,Fernando Legario,Sporting Cristal,2023-10-29 15:00:00
687,2024-01-27,15:00,Liga 1,Torneo Apertura,5,Home,W,6,2,ADT Tarma,Renato Solis,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-01-27 15:00:00
688,2024-02-04,16:00,Liga 1,Torneo Apertura,6,Away,W,3,1,Sport Boys,Renato Solis,4-2-3-1,4-4-2,,Sporting Cristal,2024-02-04 16:00:00
689,2024-02-09,19:00,Liga 1,Torneo Apertura,4,Away,D,2,2,Cienciano,Renato Solis,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-02-09 19:00:00
690,2024-02-15,20:00,Liga 1,Torneo Apertura,3,Home,W,4,1,CDC Santa Rosa,Renato Solis,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-02-15 20:00:00
691,2024-02-20,20:30,Libertadores,Second qualifying stage,1,Away,L,1,6,bo Always Ready,Yoshimar Yotún,5-4-1,4-2-2-2,,Sporting Cristal,2024-02-20 20:30:00
692,2024-02-24,18:15,Liga 1,Torneo Apertura,5,Away,W,4,0,Mannucci,Yoshimar Yotún,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-02-24 18:15:00
693,2024-02-27,19:30,Libertadores,Second qualifying stage,1,Home,W,3,1,bo Always Ready,Yoshimar Yotún,4-2-3-1,3-4-3,,Sporting Cristal,2024-02-27 19:30:00
694,2024-03-02,13:15,Liga 1,Torneo Apertura,5,Home,W,1,0,Atlético Grau,Yoshimar Yotún,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-03-02 13:15:00
695,2024-03-09,20:00,Liga 1,Torneo Apertura,5,Away,W,2,1,Alianza Lima,Yoshimar Yotún,4-2-3-1,3-5-2,,Sporting Cristal,2024-03-09 20:00:00
696,2024-03-13,21:00,Liga 1,Torneo Apertura,2,Home,L,1,2,Melgar,Irven Ávila,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-03-13 21:00:00
697,2024-03-31,15:30,Liga 1,Torneo Apertura,6,Away,W,2,1,UTC,Yoshimar Yotún,4-2-3-1,3-4-1-2,,Sporting Cristal,2024-03-31 15:30:00
698,2024-04-07,15:30,Liga 1,Torneo Apertura,6,Home,W,4,0,Sport Huancayo,Yoshimar Yotún,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-04-07 15:30:00
699,2024-04-15,19:30,Liga 1,Torneo Apertura,0,Away,W,3,2,Deportivo Garcilaso,Yoshimar Yotún,4-4-2,4-4-2,,Sporting Cristal,2024-04-15 19:30:00
700,2024-04-21,11:00,Liga 1,Torneo Apertura,6,Home,W,2,0,Cusco,Yoshimar Yotún,4-2-3-1,4-3-3,,Sporting Cristal,2024-04-21 11:00:00
701,2024-04-29,20:00,Liga 1,Torneo Apertura,0,Away,L,1,2,U César Vallejo,Yoshimar Yotún,4-2-3-1,4-3-3,,Sporting Cristal,2024-04-29 20:00:00
702,2024-05-05,11:00,Liga 1,Torneo Apertura,6,Home,W,2,1,Alianza Atlético,Gianfranco Chávez,4-3-3,4-3-3,,Sporting Cristal,2024-05-05 11:00:00
703,2024-05-12,18:30,Liga 1,Torneo Apertura,6,Away,L,1,4,Universitario,Gianfranco Chávez,4-4-2,3-1-4-2,,Sporting Cristal,2024-05-12 18:30:00
704,2024-05-18,15:00,Liga 1,Torneo Apertura,5,Home,W,5,1,Unión Comercio,Gianfranco Chávez,4-4-2,4-2-3-1,,Sporting Cristal,2024-05-18 15:00:00
705,2024-05-25,15:00,Liga 1,Torneo Apertura,5,Away,W,1,0,Comerciantes Unidos,Gianfranco Chávez,4-4-2,4-2-3-1,,Sporting Cristal,2024-05-25 15:00:00
706,2024-07-12,15:15,Liga 1,Torneo Clausura,4,Away,L,1,3,ADT Tarma,Ignácio,4-3-3,3-4-1-2,,Sporting Cristal,2024-07-12 15:15:00
707,2024-07-21,15:15,Liga 1,Torneo Clausura,6,Home,W,4,0,Sport Boys,Gianfranco Chávez,4-3-3,4-3-3,,Sporting Cristal,2024-07-21 15:15:00
708,2024-07-27,13:00,Liga 1,Torneo Clausura,5,Home,W,5,1,Cienciano,Gianfranco Chávez,4-3-3,5-3-2,,Sporting Cristal,2024-07-27 13:00:00
709,2024-07-31,15:15,Liga 1,Torneo Clausura,2,Away,D,3,3,CDC Santa Rosa,Gianfranco Chávez,4-3-3,4-2-3-1,,Sporting Cristal,2024-07-31 15:15:00
710,2024-08-04,11:00,Liga 1,Torneo Clausura,6,Home,W,4,0,Mannucci,Gianfranco Chávez,4-2-3-1,3-4-3,,Sporting Cristal,2024-08-04 11:00:00
711,2024-08-11,13:00,Liga 1,Torneo Clausura,6,Away,D,1,1,Atlético Grau,Gianfranco Chávez,4-2-3-1,4-4-2,,Sporting Cristal,2024-08-11 13:00:00
712,2024-08-17,20:00,Liga 1,Torneo Clausura,5,Home,D,0,0,Alianza Lima,Gianfranco Chávez,4-2-3-1,3-5-2,,Sporting Cristal,2024-08-17 20:00:00
713,2024-08-21,19:30,Liga 1,Torneo Clausura,2,Away,L,0,2,Melgar,Gianfranco Chávez,4-4-2,5-4-1,,Sporting Cristal,2024-08-21 19:30:00
714,2024-08-25,11:00,Liga 1,Torneo Clausura,6,Home,W,4,0,UTC,Gianfranco Chávez,4-2-3-1,4-2-3-1,,Sporting Cristal,2024-08-25 11:00:00
715,2024-09-14,15:15,Liga 1,Torneo Clausura,5,Away,W,2,1,Sport Huancayo,Gianfranco Chávez,3-4-3,4-2-3-1,Kevin Ortega,Sporting Cristal,2024-09-14 15:15:00
716,2024-09-17,13:00,Liga 1,Torneo Clausura,1,Home,W,1,0,Deportivo Garcilaso,Leandro Sosa,4-1-4-1,4-1-4-1,Edwin Ordóñez,Sporting Cristal,2024-09-17 13:00:00
717,2024-09-22,15:00,Liga 1,Torneo Clausura,6,Away,D,1,1,Cusco,Jesús Pretell,5-3-2,4-2-3-1,Augusto Menéndez,Sporting Cristal,2024-09-22 15:00:00
718,2024-09-29,11:00,Liga 1,Torneo Clausura,6,Home,W,4,1,U César Vallejo,Leandro Sosa,4-1-4-1,4-2-3-1,Jordy Espinoza,Sporting Cristal,2024-09-29 11:00:00
719,2024-10-19,12:45,Liga 1,Torneo Clausura,5,Away,L,0,1,Alianza Atlético,Gerald Távara,3-1-4-2,4-3-3,Joel Alarcón,Sporting Cristal,2024-10-19 12:45:00
720,2024-10-23,20:30,Liga 1,Torneo Clausura,2,Home,W,2,1,Universitario,Irven Ávila,3-1-4-2,3-5-2,Roberto Pérez,Sporting Cristal,2024-10-23 20:30:00
721,2024-10-27,13:00,Liga 1,Torneo Clausura,6,Away,W,12,0,Unión Comercio,Jesús Pretell,4-2-3-1,4-4-2,Jesús Cartagena,Sporting Cristal,2024-10-27 13:00:00
722,2024-11-03,11:00,Liga 1,Torneo Clausura,6,Home,W,3,0,Comerciantes Unidos,Jesús Pretell,4-2-3-1,4-3-3,Victor Cori,Sporting Cristal,2024-11-03 11:00:00
723,2020-02-03,15:00,Liga 1,Torneo Apertura,0,Home,L,0,2,Binacional,Alfredo Ramúa,4-4-2,4-2-3-1,Michael Espinoza,Cusco,2020-02-03 15:00:00
724,2020-02-09,11:00,Liga 1,Torneo Apertura,6,Away,L,2,3,Sporting Cristal,Alfredo Ramúa,4-4-2,4-1-4-1,José Mendoza,Cusco,2020-02-09 11:00:00
725,2020-02-13,19:30,Sudamericana,First stage,3,Home,W,2,0,cl Audax Italiano,Alfredo Ramúa,4-2-3-1,4-2-3-1,Luis Quiroz,Cusco,2020-02-13 19:30:00
726,2020-02-17,15:00,Liga 1,Torneo Apertura,0,Away,L,1,2,UTC,Danilo Carando,4-4-2,4-2-3-1,Hibert Villegas,Cusco,2020-02-17 15:00:00
727,2020-02-22,15:30,Liga 1,Torneo Apertura,5,Home,W,3,1,Melgar,Alfredo Ramúa,4-2-3-1,4-1-4-1,Luis Garay Evia,Cusco,2020-02-22 15:30:00
728,2020-02-27,21:30,Sudamericana,First stage,3,Away,L,0,3,cl Audax Italiano,Alfredo Ramúa,4-2-3-1,4-2-3-1,Augusto Aragón,Cusco,2020-02-27 21:30:00
729,2020-03-02,20:00,Liga 1,Torneo Apertura,0,Away,L,2,3,Sport Huancayo,Alfredo Ramúa,4-2-3-1,4-2-3-1,Diego Haro,Cusco,2020-03-02 20:00:00
730,2020-03-07,15:00,Liga 1,Torneo Apertura,5,Home,W,2,1,U César Vallejo,Alfredo Ramúa,4-2-3-1,5-3-2,Eduardo Chirinos,Cusco,2020-03-07 15:00:00
731,2020-08-19,11:00,Liga 1,Torneo Apertura,2,Away,W,2,1,Carlos Stein,Alfredo Ramúa,4-2-3-1,4-4-1-1,Roberto Pérez,Cusco,2020-08-19 11:00:00
732,2020-08-26,18:00,Liga 1,Torneo Apertura,2,Home,W,2,0,Sport Boys,Danilo Carando,4-2-3-1,4-2-3-1,Diego Haro,Cusco,2020-08-26 18:00:00
733,2020-08-29,13:15,Liga 1,Torneo Apertura,5,Away,D,0,0,Alianza Lima,Danilo Carando,4-2-3-1,4-2-3-1,Víctor Carrillo,Cusco,2020-08-29 13:15:00
734,2020-09-08,13:15,Liga 1,Torneo Apertura,1,Home,D,1,1,Cantolao,Juan Pretel,4-3-2-1,4-4-2,Micke Palomino,Cusco,2020-09-08 13:15:00
735,2020-09-14,11:00,Liga 1,Torneo Apertura,0,Away,W,2,1,USMP,Alfredo Ramúa,4-3-2-1,4-3-3,Jonathan Zamora,Cusco,2020-09-14 11:00:00
736,2020-09-19,15:30,Liga 1,Torneo Apertura,5,Home,L,2,3,Cienciano,Alfredo Ramúa,4-2-3-1,4-2-3-1,Jesús Cartagena,Cusco,2020-09-19 15:30:00
737,2020-09-23,11:00,Liga 1,Torneo Apertura,2,Away,L,0,1,Alianza Univ,Alfredo Ramúa,4-2-3-1,4-2-3-1,José Mendoza,Cusco,2020-09-23 11:00:00
738,2020-09-28,12:00,Liga 1,Torneo Apertura,0,Home,D,2,2,Llacuabamba,Alfredo Ramúa,4-2-3-1,4-2-2-2,Gean Pierre Barbagelatta,Cusco,2020-09-28 12:00:00
739,2020-10-01,15:00,Liga 1,Torneo Apertura,3,Away,D,1,1,Ayacucho,Alfredo Ramúa,4-2-3-1,4-2-3-1,Fernando Legario,Cusco,2020-10-01 15:00:00
740,2020-10-05,10:30,Liga 1,Torneo Apertura,0,Home,L,0,4,Mannucci,Alfredo Ramúa,4-2-3-1,4-2-3-1,Jesús Cartagena,Cusco,2020-10-05 10:30:00
741,2020-10-10,15:00,Liga 1,Torneo Apertura,5,Away,D,1,1,Atlético Grau,Alfredo Ramúa,4-2-3-1,4-2-3-1,Alejandro Villanueva,Cusco,2020-10-10 15:00:00
742,2020-10-13,10:30,Liga 1,Torneo Apertura,1,Home,D,1,1,Dep Municipal,Jair Céspedes,4-2-3-1,4-2-3-1,Luis Seminario,Cusco,2020-10-13 10:30:00
743,2020-10-19,14:00,Liga 1,Torneo Apertura,0,Away,L,2,3,Universitario,Alfredo Ramúa,4-2-3-1,4-1-4-1,Michael Espinoza,Cusco,2020-10-19 14:00:00
744,2020-10-23,11:00,Liga 1,Group Stage,4,Home,W,3,1,Melgar,Alfredo Ramúa,4-3-3,4-2-3-1,Víctor Carrillo,Cusco,2020-10-23 11:00:00
745,2020-10-29,15:30,Liga 1,Group Stage,3,Away,W,2,0,Mannucci,Alfredo Ramúa,4-3-3,4-2-3-1,Ramón Blanco,Cusco,2020-10-29 15:30:00
746,2020-11-02,11:00,Liga 1,Group Stage,0,Home,L,1,2,Sport Boys,Alfredo Ramúa,4-3-3,4-4-2,Edwin Ordóñez,Cusco,2020-11-02 11:00:00
747,2020-11-06,11:00,Liga 1,Group Stage,4,Home,D,0,0,Sport Huancayo,Alfredo Ramúa,4-3-3,4-4-1-1,Hibert Villegas,Cusco,2020-11-06 11:00:00
748,2020-11-10,15:30,Liga 1,Group Stage,1,Away,D,1,1,Dep Municipal,Alfredo Ramúa,4-2-3-1,5-4-1,Augusto Menéndez,Cusco,2020-11-10 15:30:00
749,2020-11-16,15:30,Liga 1,Group Stage,0,Home,W,1,0,Alianza Lima,Alfredo Ramúa,4-2-3-1,4-4-2,Roberto Pérez,Cusco,2020-11-16 15:30:00
750,2020-11-20,11:00,Liga 1,Group Stage,4,Away,L,1,3,Ayacucho,Alfredo Ramúa,4-2-3-1,3-4-3,Diego Haro,Cusco,2020-11-20 11:00:00
751,2020-11-24,15:30,Liga 1,Group Stage,1,Home,D,1,1,U César Vallejo,Alfredo Ramúa,4-2-3-1,4-2-3-1,Roberto Pérez,Cusco,2020-11-24 15:30:00
752,2020-11-28,11:00,Liga 1,Group Stage,5,Away,W,3,2,Llacuabamba,Alfredo Ramúa,4-2-3-1,4-2-3-1,Luis Ciriaco Liñan,Cusco,2020-11-28 11:00:00
753,2021-03-15,15:30,Liga 1,Group Stage,0,Away,L,0,1,Alianza Univ,Alfredo Ramúa,4-2-3-1,4-2-3-1,Roberto Pérez,Cusco,2021-03-15 15:30:00
754,2021-03-20,15:30,Liga 1,Group Stage,5,Home,D,2,2,Cienciano,,4-2-3-1,4-2-2-2,Luis Garay Evia,Cusco,2021-03-20 15:30:00
755,2021-03-30,15:30,Liga 1,Group Stage,1,Away,D,2,2,Alianza Lima,Jair Céspedes,4-4-2,4-3-3,Renzo Castañeda,Cusco,2021-03-30 15:30:00
756,2021-04-13,13:15,Liga 1,Group Stage,1,Home,D,2,2,Sport Boys,Jair Céspedes,4-2-3-1,4-3-3,Augusto Menéndez,Cusco,2021-04-13 13:15:00
757,2021-04-26,15:30,Liga 1,Group Stage,0,Home,L,0,1,Sport Huancayo,Alfredo Ramúa,4-2-3-1,4-2-3-1,Pablo López,Cusco,2021-04-26 15:30:00
758,2021-05-03,15:30,Liga 1,Group Stage,0,Away,D,1,1,U César Vallejo,Jair Céspedes,4-3-3,4-2-3-1,Joel Alarcón,Cusco,2021-05-03 15:30:00
759,2021-05-08,15:30,Liga 1,Group Stage,5,Home,L,1,2,Sporting Cristal,Alfredo Ramúa,4-4-2,4-2-3-1,Jesús Cartagena,Cusco,2021-05-08 15:30:00
760,2021-05-15,13:15,Liga 1,Group Stage,5,Away,D,1,1,Dep Municipal,Alfredo Ramúa,4-2-3-1,4-3-3,Michael Espinoza,Cusco,2021-05-15 13:15:00
761,2021-05-21,13:15,Liga 1,Group Stage,4,Home,W,3,1,Binacional,Alfredo Ramúa,4-2-3-1,4-2-3-1,Kevin Ortega,Cusco,2021-05-21 13:15:00
762,2021-07-19,13:15,Liga 1,Torneo Clausura,0,Away,L,0,1,U César Vallejo,Alfredo Ramúa,4-3-3,4-2-3-1,Joel Alarcón,Cusco,2021-07-19 13:15:00
763,2021-07-25,11:00,Liga 1,Torneo Clausura,6,Home,D,2,2,Binacional,Jair Céspedes,4-3-3,3-4-3,José Mendoza,Cusco,2021-07-25 11:00:00
764,2021-08-01,11:00,Liga 1,Torneo Clausura,6,Home,L,2,3,Alianza Univ,Gonzalo Rizzo,4-3-3,4-2-3-1,Hibert Villegas,Cusco,2021-08-01 11:00:00
765,2021-08-04,14:30,Liga 1,Torneo Clausura,2,Away,D,2,2,Melgar,Alfredo Ramúa,4-2-3-1,4-2-3-1,Edwin Ordóñez,Cusco,2021-08-04 14:30:00
766,2021-08-08,11:00,Liga 1,Torneo Clausura,6,Home,W,3,0,Alianza Atlético,Alfredo Ramúa,4-1-4-1,4-3-3,Augusto Menéndez,Cusco,2021-08-08 11:00:00
767,2021-08-13,11:00,Liga 1,Torneo Clausura,4,Away,L,1,2,UTC,Alfredo Ramúa,4-2-3-1,4-2-3-1,Fernando Legario,Cusco,2021-08-13 11:00:00
768,2021-08-17,11:00,Liga 1,Torneo Clausura,1,Home,L,2,3,Mannucci,Gonzalo Rizzo,4-2-3-1,4-4-2,Joel Alarcón,Cusco,2021-08-17 11:00:00
769,2021-08-22,18:00,Liga 1,Torneo Clausura,6,Away,L,1,4,Sporting Cristal,Alfredo Ramúa,4-2-3-1,4-3-3,Fernando Legario,Cusco,2021-08-22 18:00:00
770,2021-08-27,15:30,Liga 1,Torneo Clausura,4,Home,D,2,2,Cienciano,Alfredo Ramúa,4-2-3-1,4-3-3,Michael Espinoza,Cusco,2021-08-27 15:30:00
771,2021-09-11,13:15,Liga 1,Torneo Clausura,5,Away,W,3,1,Ayacucho,Mauricio Montes,4-4-2,4-2-3-1,Micke Palomino,Cusco,2021-09-11 13:15:00
772,2021-09-17,15:30,Liga 1,Torneo Clausura,4,Home,L,0,2,Alianza Lima,Mauricio Montes,4-3-3,3-4-3,Roberto Pérez,Cusco,2021-09-17 15:30:00
773,2021-09-22,11:00,Liga 1,Torneo Clausura,2,Away,L,2,3,Sport Boys,Mauricio Montes,4-3-3,5-3-2,Hibert Villegas,Cusco,2021-09-22 11:00:00
774,2021-09-27,11:00,Liga 1,Torneo Clausura,0,Home,W,3,2,Cantolao,Mauricio Montes,4-2-3-1,4-2-3-1,Pablo López,Cusco,2021-09-27 11:00:00
775,2021-10-03,10:30,Liga 1,Torneo Clausura,6,Away,D,1,1,USMP,Mauricio Montes,4-3-3,4-3-3,David Huaman,Cusco,2021-10-03 10:30:00
776,2021-10-18,11:00,Liga 1,Torneo Clausura,0,Home,L,3,5,Dep Municipal,Mauricio Montes,4-2-3-1,4-2-3-1,Kevin Ortega,Cusco,2021-10-18 11:00:00
777,2021-10-23,15:30,Liga 1,Torneo Clausura,5,Away,L,1,2,Universitario,Alfredo Ramúa,3-4-3,4-3-3,Diego Haro,Cusco,2021-10-23 15:30:00
778,2021-10-30,15:00,Liga 1,Torneo Clausura,5,Home,W,2,1,Sport Huancayo,Alfredo Ramúa,4-3-3,4-2-3-1,Roberto Pérez,Cusco,2021-10-30 15:00:00
779,2023-02-03,15:30,Liga 1,Torneo Apertura,4,Home,L,0,3,Sport Huancayo,,,,Jesús Cartagena,Cusco,2023-02-03 15:30:00
780,2023-02-10,19:00,Liga 1,Torneo Apertura,4,Away,L,0,2,Cienciano,Daniel Ferreyra,4-5-1,4-4-2,Diego Haro,Cusco,2023-02-10 19:00:00
781,2023-02-19,18:00,Liga 1,Torneo Apertura,6,Home,W,2,1,Alianza Atlético,Felipe Rodríguez,4-1-3-2,3-4-3,Jonathan Zamora,Cusco,2023-02-19 18:00:00
782,2023-02-27,15:30,Liga 1,Torneo Apertura,0,Away,W,3,2,Cantolao,Daniel Ferreyra,4-1-3-2,4-3-3,Jesús Cartagena,Cusco,2023-02-27 15:30:00
783,2023-03-06,15:30,Liga 1,Torneo Apertura,0,Home,W,2,1,Unión Comercio,Daniel Ferreyra,4-1-3-2,4-2-3-1,Edwin Ordóñez,Cusco,2023-03-06 15:30:00
784,2023-03-11,20:00,Liga 1,Torneo Apertura,5,Away,L,0,2,Alianza Lima,Daniel Ferreyra,4-1-3-2,4-3-3,Kevin Ortega,Cusco,2023-03-11 20:00:00
785,2023-03-20,15:30,Liga 1,Torneo Apertura,0,Home,W,3,0,Mannucci,Daniel Ferreyra,4-1-3-2,5-3-2,Alejandro Villanueva,Cusco,2023-03-20 15:30:00
786,2023-03-27,15:00,Liga 1,Torneo Apertura,0,Away,D,0,0,UTC,Daniel Ferreyra,4-2-3-1,4-2-3-1,Fernando Legario,Cusco,2023-03-27 15:00:00
787,2023-04-01,15:30,Liga 1,Torneo Apertura,5,Away,D,1,1,Melgar,Daniel Ferreyra,4-1-3-2,4-3-3,Luis Ciriaco Liñan,Cusco,2023-04-01 15:30:00
788,2023-04-07,15:30,Liga 1,Torneo Apertura,4,Home,W,2,1,Binacional,Daniel Ferreyra,4-2-3-1,4-1-4-1,Jesús Cartagena,Cusco,2023-04-07 15:30:00
789,2023-04-16,15:30,Liga 1,Torneo Apertura,6,Away,W,2,0,ADT Tarma,Daniel Ferreyra,4-2-3-1,4-2-3-1,Joel Alarcón,Cusco,2023-04-16 15:30:00
790,2023-04-23,15:30,Liga 1,Torneo Apertura,6,Home,W,2,1,Deportivo Garcilaso,Alfredo Ramúa,4-2-3-1,4-2-3-1,Michael Espinoza,Cusco,2023-04-23 15:30:00
